15min_bin,glucose
2019-08-08 23:30:00,5.6
2019-08-08 23:45:00,5.9
2019-08-09 00:00:00,5.9
2019-08-09 00:15:00,6.2
2019-08-09 00:30:00,5.949999999999999
2019-08-09 00:45:00,5.7
2019-08-09 01:00:00,5.7
2019-08-09 01:15:00,6.0
2019-08-09 01:30:00,6.2
2019-08-09 01:45:00,6.3
2019-08-09 02:00:00,6.55
2019-08-09 02:15:00,6.6
2019-08-09 02:30:00,7.1
2019-08-09 02:45:00,6.9
2019-08-09 03:00:00,6.866666666666667
2019-08-09 03:15:00,6.8
2019-08-09 03:30:00,6.800000000000001
2019-08-09 03:45:00,6.775
2019-08-09 04:00:00,6.8
2019-08-09 04:15:00,6.35
2019-08-09 04:30:00,6.3
2019-08-09 04:45:00,6.0
2019-08-09 05:00:00,6.1
2019-08-09 05:15:00,6.1
2019-08-09 05:30:00,5.9
2019-08-09 05:45:00,5.8
2019-08-09 06:00:00,5.949999999999999
2019-08-09 06:15:00,6.6
2019-08-09 06:30:00,6.8
2019-08-09 06:45:00,6.466666666666666
2019-08-09 07:00:00,5.7
2019-08-09 07:15:00,5.1
2019-08-09 07:30:00,4.7
2019-08-09 07:45:00,4.9
2019-08-09 08:00:00,5.550000000000001
2019-08-09 08:15:00,5.8
2019-08-09 08:30:00,5.65
2019-08-09 08:45:00,5.7
2019-08-09 09:00:00,5.800000000000001
2019-08-09 09:15:00,6.2
2019-08-09 09:30:00,6.7
2019-08-09 09:45:00,6.4
2019-08-09 10:00:00,5.6
2019-08-09 10:15:00,5.3
2019-08-09 10:30:00,5.2
2019-08-09 10:45:00,5.3
2019-08-09 11:00:00,5.3
2019-08-09 11:15:00,5.5
2019-08-09 11:30:00,5.5
2019-08-09 11:45:00,5.5
2019-08-09 12:00:00,5.5
2019-08-09 12:15:00,5.8
2019-08-09 12:30:00,5.9
2019-08-09 12:45:00,5.1
2019-08-09 13:00:00,4.9
2019-08-09 13:15:00,6.1
2019-08-09 13:30:00,6.35
2019-08-09 13:45:00,6.6
2019-08-09 14:00:00,5.033333333333333
2019-08-09 14:15:00,4.85
2019-08-09 14:30:00,5.6
2019-08-09 14:45:00,5.75
2019-08-09 15:00:00,5.9
2019-08-09 15:15:00,5.8
2019-08-09 15:30:00,5.9
2019-08-09 15:45:00,6.7
2019-08-09 16:00:00,7.3
2019-08-09 16:15:00,7.1
2019-08-09 16:30:00,6.3
2019-08-09 16:45:00,5.3
2019-08-09 17:00:00,5.050000000000001
2019-08-09 17:15:00,5.7
2019-08-09 17:30:00,5.15
2019-08-09 17:45:00,6.3
2019-08-09 18:00:00,6.666666666666667
2019-08-09 18:15:00,5.7
2019-08-09 18:30:00,5.7
2019-08-09 18:45:00,5.9
2019-08-09 19:00:00,5.6
2019-08-09 19:15:00,4.7
2019-08-09 19:30:00,4.1
2019-08-09 19:45:00,4.1
2019-08-09 20:00:00,4.0
2019-08-09 20:15:00,3.8
2019-08-09 20:30:00,3.9
2019-08-09 20:45:00,3.9
2019-08-09 21:00:00,4.0
2019-08-09 21:15:00,4.4
2019-08-09 21:30:00,4.5
2019-08-09 21:45:00,4.4
2019-08-09 22:00:00,4.6
2019-08-09 22:15:00,4.8
2019-08-09 22:30:00,4.6
2019-08-09 22:45:00,4.6
2019-08-09 23:00:00,5.1
2019-08-09 23:15:00,5.1
2019-08-09 23:30:00,5.1
2019-08-09 23:45:00,5.2
2019-08-10 00:00:00,4.8
2019-08-10 00:15:00,5.2
2019-08-10 00:30:00,5.8
2019-08-10 00:45:00,4.9
2019-08-10 01:00:00,4.8
2019-08-10 01:15:00,5.25
2019-08-10 01:30:00,5.1
2019-08-10 01:45:00,5.1
2019-08-10 02:00:00,5.050000000000001
2019-08-10 02:15:00,5.1
2019-08-10 02:30:00,5.4
2019-08-10 02:45:00,5.5
2019-08-10 03:00:00,5.550000000000001
2019-08-10 03:15:00,5.7
2019-08-10 03:30:00,5.6
2019-08-10 03:45:00,5.4
2019-08-10 04:00:00,5.3
2019-08-10 04:15:00,5.0
2019-08-10 04:30:00,4.95
2019-08-10 04:45:00,5.0
2019-08-10 05:00:00,5.1
2019-08-10 05:15:00,5.050000000000001
2019-08-10 05:30:00,4.9
2019-08-10 05:45:00,4.9
2019-08-10 06:00:00,5.2
2019-08-10 06:15:00,6.3
2019-08-10 06:30:00,7.7
2019-08-10 06:45:00,7.9
2019-08-10 07:00:00,7.25
2019-08-10 07:15:00,5.1
2019-08-10 07:30:00,4.2
2019-08-10 07:45:00,3.9
2019-08-10 08:00:00,4.0
2019-08-10 08:15:00,4.2
2019-08-10 08:30:00,4.35
2019-08-10 08:45:00,4.4
2019-08-10 09:00:00,5.25
2019-08-10 09:15:00,6.666666666666667
2019-08-10 09:30:00,7.366666666666667
2019-08-10 09:45:00,6.3
2019-08-10 10:00:00,4.85
2019-08-10 10:15:00,5.1
2019-08-10 10:30:00,5.3
2019-08-10 10:45:00,5.2
2019-08-10 11:00:00,4.966666666666667
2019-08-10 11:15:00,4.8
2019-08-10 11:30:00,4.949999999999999
2019-08-10 11:45:00,4.75
2019-08-10 12:00:00,4.8
2019-08-10 12:15:00,5.0
2019-08-10 12:30:00,5.0
2019-08-10 12:45:00,5.0
2019-08-10 13:00:00,4.8
2019-08-10 13:15:00,4.7
2019-08-10 13:30:00,5.1
2019-08-10 13:45:00,6.7
2019-08-10 14:00:00,7.9
2019-08-10 14:15:00,8.25
2019-08-10 14:30:00,7.6
2019-08-10 14:45:00,5.75
2019-08-10 15:00:00,5.5
2019-08-10 15:15:00,5.65
2019-08-10 15:30:00,6.1
2019-08-10 15:45:00,6.199999999999999
2019-08-10 16:00:00,5.1000000000000005
2019-08-10 16:15:00,4.85
2019-08-10 16:30:00,4.8
2019-08-10 16:45:00,4.7
2019-08-10 17:00:00,4.3
2019-08-10 17:15:00,4.1
2019-08-10 17:30:00,4.4
2019-08-10 17:45:00,4.0
2019-08-10 18:00:00,3.6
2019-08-10 18:15:00,3.8
2019-08-10 18:30:00,4.4
2019-08-10 18:45:00,4.9
2019-08-10 19:00:00,5.2
2019-08-10 19:15:00,5.3
2019-08-10 19:30:00,5.4
2019-08-10 19:45:00,5.5
2019-08-10 20:00:00,5.3
2019-08-10 20:15:00,4.7
2019-08-10 20:30:00,4.6
2019-08-10 20:45:00,5.2
2019-08-10 21:00:00,5.1
2019-08-10 21:15:00,4.3
2019-08-10 21:30:00,4.6
2019-08-10 21:45:00,5.0
2019-08-10 22:00:00,5.1
2019-08-10 22:15:00,5.4
2019-08-10 22:30:00,5.8
2019-08-10 22:45:00,5.5
2019-08-10 23:00:00,5.1
2019-08-10 23:15:00,5.2
2019-08-10 23:30:00,5.1
2019-08-10 23:45:00,5.6
2019-08-11 00:00:00,6.800000000000001
2019-08-11 00:15:00,5.4
2019-08-11 00:30:00,5.7
2019-08-11 00:45:00,6.6
2019-08-11 01:00:00,7.5
2019-08-11 01:15:00,7.7
2019-08-11 01:30:00,6.8
2019-08-11 01:45:00,5.8
2019-08-11 02:00:00,5.5
2019-08-11 02:15:00,5.4
2019-08-11 02:30:00,5.7
2019-08-11 02:45:00,5.9
2019-08-11 03:00:00,5.6
2019-08-11 03:15:00,5.3
2019-08-11 03:30:00,5.3
2019-08-11 03:45:00,5.449999999999999
2019-08-11 04:00:00,5.4
2019-08-11 04:15:00,5.6
2019-08-11 04:30:00,5.4
2019-08-11 04:45:00,5.3
2019-08-11 05:00:00,5.3
2019-08-11 05:15:00,5.3
2019-08-11 05:30:00,5.4
2019-08-11 05:45:00,5.5
2019-08-11 06:00:00,5.85
2019-08-11 06:15:00,7.8
2019-08-11 06:30:00,9.2
2019-08-11 06:45:00,9.4
2019-08-11 07:00:00,8.8
2019-08-11 07:15:00,7.8
2019-08-11 07:30:00,6.8
2019-08-11 07:45:00,5.7
2019-08-11 08:00:00,4.9
2019-08-11 08:15:00,4.7
2019-08-11 08:30:00,4.7
2019-08-11 08:45:00,4.433333333333334
2019-08-11 09:00:00,4.2
2019-08-11 09:15:00,4.3
2019-08-11 09:30:00,4.75
2019-08-11 09:45:00,5.75
2019-08-11 10:00:00,7.1
2019-08-11 10:15:00,6.4
2019-08-11 10:30:00,5.6
2019-08-11 10:45:00,4.9
2019-08-11 11:00:00,4.766666666666667
2019-08-11 11:15:00,4.9
2019-08-11 11:30:00,4.949999999999999
2019-08-11 11:45:00,5.1
2019-08-11 12:00:00,5.0
2019-08-11 12:15:00,5.1
2019-08-11 12:30:00,5.05
2019-08-11 12:45:00,5.0
2019-08-11 13:00:00,5.15
2019-08-11 13:15:00,5.2
2019-08-11 13:30:00,5.0
2019-08-11 13:45:00,5.05
2019-08-11 14:00:00,5.2
2019-08-11 14:15:00,4.9
2019-08-11 14:30:00,4.75
2019-08-11 14:45:00,4.8
2019-08-11 15:00:00,4.8
2019-08-11 15:15:00,4.8
2019-08-11 15:30:00,4.8
2019-08-11 15:45:00,4.8
2019-08-11 16:00:00,4.8
2019-08-11 16:15:00,4.85
2019-08-11 16:30:00,5.0
2019-08-11 16:45:00,5.0
2019-08-11 17:00:00,4.8
2019-08-11 17:15:00,5.15
2019-08-11 17:30:00,4.9
2019-08-11 17:45:00,5.0
2019-08-11 18:00:00,5.5
2019-08-11 18:15:00,5.6
2019-08-11 18:30:00,7.6
2019-08-11 18:45:00,9.42
2019-08-11 19:00:00,8.25
2019-08-11 19:15:00,7.6
2019-08-11 19:30:00,7.0
2019-08-11 19:45:00,6.7
2019-08-11 20:00:00,6.3
2019-08-11 20:15:00,5.7
2019-08-11 20:30:00,5.3
2019-08-11 20:45:00,5.7
2019-08-11 21:00:00,7.4
2019-08-11 21:15:00,
2019-08-11 21:30:00,5.5
2019-08-11 21:45:00,5.2
2019-08-11 22:00:00,5.4
2019-08-11 22:15:00,5.7
2019-08-11 22:30:00,5.7
2019-08-11 22:45:00,5.4
2019-08-11 23:00:00,5.1
2019-08-11 23:15:00,4.9
2019-08-11 23:30:00,5.1
2019-08-11 23:45:00,5.2
2019-08-12 00:00:00,4.5
2019-08-12 00:15:00,4.4
2019-08-12 00:30:00,4.6
2019-08-12 00:45:00,4.1
2019-08-12 01:00:00,4.2
2019-08-12 01:15:00,4.6
2019-08-12 01:30:00,4.7
2019-08-12 01:45:00,4.6
2019-08-12 02:00:00,4.5
2019-08-12 02:15:00,3.9
2019-08-12 02:30:00,3.3
2019-08-12 02:45:00,3.4
2019-08-12 03:00:00,4.9
2019-08-12 03:15:00,5.4
2019-08-12 03:30:00,4.9
2019-08-12 03:45:00,4.6
2019-08-12 04:00:00,4.7
2019-08-12 04:15:00,4.7
2019-08-12 04:30:00,4.9
2019-08-12 04:45:00,5.3
2019-08-12 05:00:00,5.3
2019-08-12 05:15:00,5.45
2019-08-12 05:30:00,5.1
2019-08-12 05:45:00,5.1
2019-08-12 06:00:00,5.2
2019-08-12 06:15:00,5.2
2019-08-12 06:30:00,5.2
2019-08-12 06:45:00,5.2
2019-08-12 07:00:00,5.3
2019-08-12 07:15:00,5.75
2019-08-12 07:30:00,5.25
2019-08-12 07:45:00,5.4
2019-08-12 08:00:00,5.4
2019-08-12 08:15:00,5.3
2019-08-12 08:30:00,5.449999999999999
2019-08-12 08:45:00,5.3
2019-08-12 09:00:00,5.3
2019-08-12 09:15:00,5.4
2019-08-12 09:30:00,5.45
2019-08-12 09:45:00,5.1
2019-08-12 10:00:00,5.166666666666667
2019-08-12 10:15:00,5.3
2019-08-12 10:30:00,5.8
2019-08-12 10:45:00,6.6
2019-08-12 11:00:00,6.9
2019-08-12 11:15:00,7.1
2019-08-12 11:30:00,6.9
2019-08-12 11:45:00,6.3
2019-08-12 12:00:00,5.7
2019-08-12 12:15:00,5.0
2019-08-12 12:30:00,4.6
2019-08-12 12:45:00,4.85
2019-08-12 13:00:00,5.5
2019-08-12 13:15:00,5.9
2019-08-12 13:30:00,6.3
2019-08-12 13:45:00,6.1
2019-08-12 14:00:00,5.7
2019-08-12 14:15:00,5.7
2019-08-12 14:30:00,5.7
2019-08-12 14:45:00,5.6
2019-08-12 15:00:00,5.7
2019-08-12 15:15:00,6.0
2019-08-12 15:30:00,5.95
2019-08-12 15:45:00,5.8
2019-08-12 16:00:00,5.800000000000001
2019-08-12 16:15:00,5.050000000000001
2019-08-12 16:30:00,5.3
2019-08-12 16:45:00,5.7
2019-08-12 17:00:00,5.9
2019-08-12 17:15:00,6.1
2019-08-12 17:30:00,5.5
2019-08-12 17:45:00,5.4
2019-08-12 18:00:00,5.949999999999999
2019-08-12 18:15:00,5.6
2019-08-12 18:30:00,5.4
2019-08-12 18:45:00,5.550000000000001
2019-08-12 19:00:00,5.6
2019-08-12 19:15:00,5.4
2019-08-12 19:30:00,5.1
2019-08-12 19:45:00,4.8
2019-08-12 20:00:00,5.0
2019-08-12 20:15:00,5.1
2019-08-12 20:30:00,4.8
2019-08-12 20:45:00,4.9
2019-08-12 21:00:00,
2019-08-12 21:15:00,
2019-08-12 21:30:00,
2019-08-12 21:45:00,4.8
2019-08-12 22:00:00,5.1
2019-08-12 22:15:00,5.1
2019-08-12 22:30:00,4.5
2019-08-12 22:45:00,4.1
2019-08-12 23:00:00,4.6
2019-08-12 23:15:00,5.0
2019-08-12 23:30:00,4.8
2019-08-12 23:45:00,4.3
2019-08-13 00:00:00,3.7
2019-08-13 00:15:00,4.2
2019-08-13 00:30:00,4.9
2019-08-13 00:45:00,4.6
2019-08-13 01:00:00,4.7
2019-08-13 01:15:00,5.1
2019-08-13 01:30:00,4.4
2019-08-13 01:45:00,3.8
2019-08-13 02:00:00,4.4
2019-08-13 02:15:00,5.3
2019-08-13 02:30:00,5.4
2019-08-13 02:45:00,5.5
2019-08-13 03:00:00,5.3
2019-08-13 03:15:00,4.9
2019-08-13 03:30:00,4.4
2019-08-13 03:45:00,4.2
2019-08-13 04:00:00,3.9
2019-08-13 04:15:00,4.3
2019-08-13 04:30:00,5.3
2019-08-13 04:45:00,5.3
2019-08-13 05:00:00,4.9
2019-08-13 05:15:00,5.3
2019-08-13 05:30:00,5.7
2019-08-13 05:45:00,6.0
2019-08-13 06:00:00,6.0
2019-08-13 06:15:00,5.9
2019-08-13 06:30:00,5.7
2019-08-13 06:45:00,5.6
2019-08-13 07:00:00,5.4
2019-08-13 07:15:00,5.3
2019-08-13 07:30:00,5.3
2019-08-13 07:45:00,5.2
2019-08-13 08:00:00,5.2
2019-08-13 08:15:00,5.1
2019-08-13 08:30:00,4.9
2019-08-13 08:45:00,4.8
2019-08-13 09:00:00,4.9
2019-08-13 09:15:00,4.9
2019-08-13 09:30:00,4.8
2019-08-13 09:45:00,4.9
2019-08-13 10:00:00,5.3
2019-08-13 10:15:00,5.966666666666666
2019-08-13 10:30:00,6.65
2019-08-13 10:45:00,7.8
2019-08-13 11:00:00,7.4
2019-08-13 11:15:00,7.6
2019-08-13 11:30:00,7.5
2019-08-13 11:45:00,6.7
2019-08-13 12:00:00,5.8
2019-08-13 12:15:00,4.6
2019-08-13 12:30:00,4.25
2019-08-13 12:45:00,4.2
2019-08-13 13:00:00,4.15
2019-08-13 13:15:00,4.300000000000001
2019-08-13 13:30:00,4.35
2019-08-13 13:45:00,4.6
2019-08-13 14:00:00,4.449999999999999
2019-08-13 14:15:00,5.4
2019-08-13 14:30:00,7.449999999999999
2019-08-13 14:45:00,7.6
2019-08-13 15:00:00,7.2
2019-08-13 15:15:00,7.05
2019-08-13 15:30:00,7.0
2019-08-13 15:45:00,6.9
2019-08-13 16:00:00,6.4
2019-08-13 16:15:00,6.4
2019-08-13 16:30:00,6.15
2019-08-13 16:45:00,5.0
2019-08-13 17:00:00,4.4
2019-08-13 17:15:00,4.699999999999999
2019-08-13 17:30:00,5.7
2019-08-13 17:45:00,6.75
2019-08-13 18:00:00,6.7
2019-08-13 18:15:00,6.4
2019-08-13 18:30:00,6.2
2019-08-13 18:45:00,5.7
2019-08-13 19:00:00,5.4
2019-08-13 19:15:00,5.2
2019-08-13 19:30:00,4.9
2019-08-13 19:45:00,4.5
2019-08-13 20:00:00,4.8
2019-08-13 20:15:00,4.7
2019-08-13 20:30:00,
2019-08-13 20:45:00,
2019-08-13 21:00:00,
2019-08-13 21:15:00,
2019-08-13 21:30:00,
2019-08-13 21:45:00,
2019-08-13 22:00:00,
2019-08-13 22:15:00,
2019-08-13 22:30:00,
2019-08-13 22:45:00,
2019-08-13 23:00:00,
2019-08-13 23:15:00,
2019-08-13 23:30:00,
2019-08-13 23:45:00,
2019-08-14 00:00:00,4.4
2019-08-14 00:15:00,4.6
2019-08-14 00:30:00,4.2
2019-08-14 00:45:00,4.3
2019-08-14 01:00:00,4.4
2019-08-14 01:15:00,4.6
2019-08-14 01:30:00,4.9
2019-08-14 01:45:00,4.9
2019-08-14 02:00:00,4.6
2019-08-14 02:15:00,4.4
2019-08-14 02:30:00,4.2
2019-08-14 02:45:00,4.1
2019-08-14 03:00:00,4.8
2019-08-14 03:15:00,5.5
2019-08-14 03:30:00,4.8
2019-08-14 03:45:00,4.6
2019-08-14 04:00:00,4.9
2019-08-14 04:15:00,5.0
2019-08-14 04:30:00,4.9
2019-08-14 04:45:00,4.9
2019-08-14 05:00:00,4.9
2019-08-14 05:15:00,5.1
2019-08-14 05:30:00,5.7
2019-08-14 05:45:00,5.2
2019-08-14 06:00:00,5.1
2019-08-14 06:15:00,5.2
2019-08-14 06:30:00,5.2
2019-08-14 06:45:00,5.2
2019-08-14 07:00:00,5.2
2019-08-14 07:15:00,5.3
2019-08-14 07:30:00,5.6
2019-08-14 07:45:00,6.5
